sid,test,subname,parent_title,sub_title,catid,description
3780,Arrian+,Arrian ,People - Ancient Greece [48],Arrian  [3780],48,
3781,Arsinoe+I+of+Egypt+,Arsinoe I of Egypt ,People - Ancient Greece [48],Arsinoe I of Egypt  [3781],48,
3782,Arsinoe+II+of+Egypt+,Arsinoe II of Egypt ,People - Ancient Greece [48],Arsinoe II of Egypt  [3782],48,
3783,Arsinoe+III+of+Egypt,Arsinoe III of Egypt,People - Ancient Greece [48],Arsinoe III of Egypt [3783],48,
3784,Artemidorus+,Artemidorus ,People - Ancient Greece [48],Artemidorus  [3784],48,
3785,Artemisia+,Artemisia ,People - Ancient Greece [48],Artemisia  [3785],48,
3786,Artemon,Artemon,People - Ancient Greece [48],Artemon [3786],48,
3787,Asclepiades+,Asclepiades ,People - Ancient Greece [48],Asclepiades  [3787],48,
3788,Asclepiodotus+,Asclepiodotus ,People - Ancient Greece [48],Asclepiodotus  [3788],48,
3789,Asius,Asius,People - Ancient Greece [48],Asius [3789],48,
3790,Aspasia+-+hetaera,Aspasia - hetaera,People - Ancient Greece [48],Aspasia - hetaera [3790],48,
3791,+Aspasius+, Aspasius ,People - Ancient Greece [48], Aspasius  [3791],48,
3792,Athenaeus+,Athenaeus ,People - Ancient Greece [48],Athenaeus  [3792],48,
3793,Athenaeus+,Athenaeus ,People - Ancient Greece [48],Athenaeus  [3793],48,
3794,Athenagoras+of+Athens+,Athenagoras of Athens ,People - Ancient Greece [48],Athenagoras of Athens  [3794],48,
3795,Athenodorus,Athenodorus,People - Ancient Greece [48],Athenodorus [3795],48,
3796,Attalus+I+,Attalus I ,People - Ancient Greece [48],Attalus I  [3796],48,
3797,Attalus+II+,Attalus II ,People - Ancient Greece [48],Attalus II  [3797],48,
3798,Attalus+III,Attalus III,People - Ancient Greece [48],Attalus III [3798],48,
3799,Autocrates+,Autocrates ,People - Ancient Greece [48],Autocrates  [3799],48,
3800,Autolycus+of+Pitane,Autolycus of Pitane,People - Ancient Greece [48],Autolycus of Pitane [3800],48,
3801,Avaris+,Avaris ,People - Ancient Greece [48],Avaris  [3801],48,
3802,Babrius,Babrius,People - Ancient Greece [48],Babrius [3802],48,
3803,Bacchylides,Bacchylides,People - Ancient Greece [48],Bacchylides [3803],48,
3804,Basil+of+Caesarea+,Basil of Caesarea ,People - Ancient Greece [48],Basil of Caesarea  [3804],48,
3805,Basilides,Basilides,People - Ancient Greece [48],Basilides [3805],48,
3806,Bathycles+of+Magnesia+,Bathycles of Magnesia ,People - Ancient Greece [48],Bathycles of Magnesia  [3806],48,
3807,Battus,Battus,People - Ancient Greece [48],Battus [3807],48,
3808,Berenice+I+of+Egypt+,Berenice I of Egypt ,People - Ancient Greece [48],Berenice I of Egypt  [3808],48,
3809,Berenice+II+of+Egypt+,Berenice II of Egypt ,People - Ancient Greece [48],Berenice II of Egypt  [3809],48,
3810,Berenice+IV+of+Egypt,Berenice IV of Egypt,People - Ancient Greece [48],Berenice IV of Egypt [3810],48,
3811,Bias+of+Priene,Bias of Priene,People - Ancient Greece [48],Bias of Priene [3811],48,
3812,Bion,Bion,People - Ancient Greece [48],Bion [3812],48,
3813,Biton,Biton,People - Ancient Greece [48],Biton [3813],48,
3814,Boethus+,Boethus ,People - Ancient Greece [48],Boethus  [3814],48,
3815,Boethus+of+Sidon+,Boethus of Sidon ,People - Ancient Greece [48],Boethus of Sidon  [3815],48,
3816,Bolus,Bolus,People - Ancient Greece [48],Bolus [3816],48,
3817,Brasidas+,Brasidas ,People - Ancient Greece [48],Brasidas  [3817],48,
3818,Bryson+,Bryson ,People - Ancient Greece [48],Bryson  [3818],48,
3819,Bupalus,Bupalus,People - Ancient Greece [48],Bupalus [3819],48,
3820,Cadmus+of+Miletus,Cadmus of Miletus,People - Ancient Greece [48],Cadmus of Miletus [3820],48,
3821,Caecilius+of+Calacte,Caecilius of Calacte,People - Ancient Greece [48],Caecilius of Calacte [3821],48,
3822,Caesarion+,Caesarion ,People - Ancient Greece [48],Caesarion  [3822],48,
3823,Calamis,Calamis,People - Ancient Greece [48],Calamis [3823],48,
3824,Calliades+,Calliades ,People - Ancient Greece [48],Calliades  [3824],48,
3825,Callias+,Callias ,People - Ancient Greece [48],Callias  [3825],48,
3826,Callicrates,Callicrates,People - Ancient Greece [48],Callicrates [3826],48,
3827,Callimachus+%28polemarch%29,Callimachus (polemarch),People - Ancient Greece [48],Callimachus (polemarch) [3827],48,
3828,Callimachus+%28sculptor%29,Callimachus (sculptor),People - Ancient Greece [48],Callimachus (sculptor) [3828],48,
3829,Callimachus,Callimachus,People - Ancient Greece [48],Callimachus [3829],48,
3830,Callimachus,Callimachus,People - Ancient Greece [48],Callimachus [3830],48,
3831,Callinus+,Callinus ,People - Ancient Greece [48],Callinus  [3831],48,
3832,Calliphon+,Calliphon ,People - Ancient Greece [48],Calliphon  [3832],48,
3833,Callippus+,Callippus ,People - Ancient Greece [48],Callippus  [3833],48,
3834,Callisthenes+,Callisthenes ,People - Ancient Greece [48],Callisthenes  [3834],48,
3835,Callistratus+,Callistratus ,People - Ancient Greece [48],Callistratus  [3835],48,
3836,Carcinus+%28writer%29,Carcinus (writer),People - Ancient Greece [48],Carcinus (writer) [3836],48,
3837,Carneades+,Carneades ,People - Ancient Greece [48],Carneades  [3837],48,
3838,Cassander+,Cassander ,People - Ancient Greece [48],Cassander  [3838],48,
3839,Castor+of+Rhodes+,Castor of Rhodes ,People - Ancient Greece [48],Castor of Rhodes  [3839],48,
3840,Cebes+,Cebes ,People - Ancient Greece [48],Cebes  [3840],48,
3841,Celsus+,Celsus ,People - Ancient Greece [48],Celsus  [3841],48,
3842,Cephisodotus+,Cephisodotus ,People - Ancient Greece [48],Cephisodotus  [3842],48,
3843,Cercidas+,Cercidas ,People - Ancient Greece [48],Cercidas  [3843],48,
3844,Cercops+of+Miletus,Cercops of Miletus,People - Ancient Greece [48],Cercops of Miletus [3844],48,
3845,Chabrias,Chabrias,People - Ancient Greece [48],Chabrias [3845],48,
3846,Chaeremon,Chaeremon,People - Ancient Greece [48],Chaeremon [3846],48,
3847,Chaeremon+of+Alexandria,Chaeremon of Alexandria,People - Ancient Greece [48],Chaeremon of Alexandria [3847],48,
3848,Chaeris+,Chaeris ,People - Ancient Greece [48],Chaeris  [3848],48,
3849,Chamaeleon+,Chamaeleon ,People - Ancient Greece [48],Chamaeleon  [3849],48,
3850,Chares+of+Athens,Chares of Athens,People - Ancient Greece [48],Chares of Athens [3850],48,
3851,Chares+of+Lindos,Chares of Lindos,People - Ancient Greece [48],Chares of Lindos [3851],48,
3852,Chares+of+Mytilene+,Chares of Mytilene ,People - Ancient Greece [48],Chares of Mytilene  [3852],48,
3853,Charidemus+,Charidemus ,People - Ancient Greece [48],Charidemus  [3853],48,
3854,Chariton,Chariton,People - Ancient Greece [48],Chariton [3854],48,
3855,Charmadas,Charmadas,People - Ancient Greece [48],Charmadas [3855],48,
3856,Charon+of+Lampsacus,Charon of Lampsacus,People - Ancient Greece [48],Charon of Lampsacus [3856],48,
3857,Charondas,Charondas,People - Ancient Greece [48],Charondas [3857],48,
3858,Chilon+,Chilon ,People - Ancient Greece [48],Chilon  [3858],48,
3859,Chionides,Chionides,People - Ancient Greece [48],Chionides [3859],48,
3860,Choerilus+,Choerilus ,People - Ancient Greece [48],Choerilus  [3860],48,
3861,Choerilus+of+Iasus+,Choerilus of Iasus ,People - Ancient Greece [48],Choerilus of Iasus  [3861],48,
3862,Choerilus+of+Samos+,Choerilus of Samos ,People - Ancient Greece [48],Choerilus of Samos  [3862],48,
3863,Chremonides+,Chremonides ,People - Ancient Greece [48],Chremonides  [3863],48,
3864,Christodorus+,Christodorus ,People - Ancient Greece [48],Christodorus  [3864],48,
3865,Chrysanthius,Chrysanthius,People - Ancient Greece [48],Chrysanthius [3865],48,
3866,Chrysippus,Chrysippus,People - Ancient Greece [48],Chrysippus [3866],48,
3867,Dio+Chrysostom,Dio Chrysostom,People - Ancient Greece [48],Dio Chrysostom [3867],48,
3868,John+Chrysostom+,John Chrysostom ,People - Ancient Greece [48],John Chrysostom  [3868],48,
3869,Cimon+,Cimon ,People - Ancient Greece [48],Cimon  [3869],48,
3870,Cimon+of+Cleonae+,Cimon of Cleonae ,People - Ancient Greece [48],Cimon of Cleonae  [3870],48,
3871,Cineas+,Cineas ,People - Ancient Greece [48],Cineas  [3871],48,
3872,Cinesias+,Cinesias ,People - Ancient Greece [48],Cinesias  [3872],48,
3873,Cleandridas+,Cleandridas ,People - Ancient Greece [48],Cleandridas  [3873],48,
3874,Cleanthes,Cleanthes,People - Ancient Greece [48],Cleanthes [3874],48,
3875,Clearchus+of+Rhegium+,Clearchus of Rhegium ,People - Ancient Greece [48],Clearchus of Rhegium  [3875],48,
3876,Clearchus+of+Sparta,Clearchus of Sparta,People - Ancient Greece [48],Clearchus of Sparta [3876],48,
3877,Clearchus+of+Soli,Clearchus of Soli,People - Ancient Greece [48],Clearchus of Soli [3877],48,
3878,Cleidemus+,Cleidemus ,People - Ancient Greece [48],Cleidemus  [3878],48,
3879,Cleinias,Cleinias,People - Ancient Greece [48],Cleinias [3879],48,
3880,Cleisthenes+,Cleisthenes ,People - Ancient Greece [48],Cleisthenes  [3880],48,
3881,Cleisthenes+of+Sicyon,Cleisthenes of Sicyon,People - Ancient Greece [48],Cleisthenes of Sicyon [3881],48,
3882,Cleitarchus,Cleitarchus,People - Ancient Greece [48],Cleitarchus [3882],48,
3883,Cleitus+,Cleitus ,People - Ancient Greece [48],Cleitus  [3883],48,
3884,Clement+of+Alexandria,Clement of Alexandria,People - Ancient Greece [48],Clement of Alexandria [3884],48,
3885,Cleombrotus+I+,Cleombrotus I ,People - Ancient Greece [48],Cleombrotus I  [3885],48,
3886,Cleomedes+,Cleomedes ,People - Ancient Greece [48],Cleomedes  [3886],48,
3887,Cleomenes+I+,Cleomenes I ,People - Ancient Greece [48],Cleomenes I  [3887],48,
3888,Cleomenes+II,Cleomenes II,People - Ancient Greece [48],Cleomenes II [3888],48,
3889,Cleomenes+III+,Cleomenes III ,People - Ancient Greece [48],Cleomenes III  [3889],48,
3890,Cleomenes+of+Naucratis+,Cleomenes of Naucratis ,People - Ancient Greece [48],Cleomenes of Naucratis  [3890],48,
3891,Cleon+,Cleon ,People - Ancient Greece [48],Cleon  [3891],48,
3892,Cleonides,Cleonides,People - Ancient Greece [48],Cleonides [3892],48,
3893,Cleonymus+,Cleonymus ,People - Ancient Greece [48],Cleonymus  [3893],48,
3894,Cleopatra+I+of+Egypt,Cleopatra I of Egypt,People - Ancient Greece [48],Cleopatra I of Egypt [3894],48,
3895,Cleopatra+II+of+Egypt+,Cleopatra II of Egypt ,People - Ancient Greece [48],Cleopatra II of Egypt  [3895],48,
3896,Cleopatra+III+of+Egypt,Cleopatra III of Egypt,People - Ancient Greece [48],Cleopatra III of Egypt [3896],48,
3897,Cleopatra+IV+of+Egypt+,Cleopatra IV of Egypt ,People - Ancient Greece [48],Cleopatra IV of Egypt  [3897],48,
3898,Cleopatra+Thea+,Cleopatra Thea ,People - Ancient Greece [48],Cleopatra Thea  [3898],48,
3899,Cleopatra+V+of+Egypt+,Cleopatra V of Egypt ,People - Ancient Greece [48],Cleopatra V of Egypt  [3899],48,
3900,Cleopatra+V+of+Egypt,Cleopatra V of Egypt,People - Ancient Greece [48],Cleopatra V of Egypt [3900],48,
3901,Cleopatra+VI+of+Egypt+,Cleopatra VI of Egypt ,People - Ancient Greece [48],Cleopatra VI of Egypt  [3901],48,
3902,Cleopatra+VII+of+Egypt,Cleopatra VII of Egypt,People - Ancient Greece [48],Cleopatra VII of Egypt [3902],48,
3903,Cleophon+,Cleophon ,People - Ancient Greece [48],Cleophon  [3903],48,
3904,Clitomachus+%28philosopher%29,Clitomachus (philosopher),People - Ancient Greece [48],Clitomachus (philosopher) [3904],48,
3905,Colaeus,Colaeus,People - Ancient Greece [48],Colaeus [3905],48,
3906,Colluthus,Colluthus,People - Ancient Greece [48],Colluthus [3906],48,
3907,Colotes,Colotes,People - Ancient Greece [48],Colotes [3907],48,
3908,Conon+,Conon ,People - Ancient Greece [48],Conon  [3908],48,
3909,Conon+of+Samos+,Conon of Samos ,People - Ancient Greece [48],Conon of Samos  [3909],48,
3910,Conon+%28mythographer%29,Conon (mythographer),People - Ancient Greece [48],Conon (mythographer) [3910],48,
3911,Corinna+,Corinna ,People - Ancient Greece [48],Corinna  [3911],48,
3912,Cosmas+Indicopleustes+,Cosmas Indicopleustes ,People - Ancient Greece [48],Cosmas Indicopleustes  [3912],48,
3913,Crantor,Crantor,People - Ancient Greece [48],Crantor [3913],48,
3914,Craterus+of+Macedon+,Craterus of Macedon ,People - Ancient Greece [48],Craterus of Macedon  [3914],48,
3915,Crates+of+Thebes,Crates of Thebes,People - Ancient Greece [48],Crates of Thebes [3915],48,
3916,Crates+of+Mallus,Crates of Mallus,People - Ancient Greece [48],Crates of Mallus [3916],48,
3917,Cratippus+,Cratippus ,People - Ancient Greece [48],Cratippus  [3917],48,
3918,Cresilas,Cresilas,People - Ancient Greece [48],Cresilas [3918],48,
3919,Critias,Critias,People - Ancient Greece [48],Critias [3919],48,
3920,Critius+,Critius ,People - Ancient Greece [48],Critius  [3920],48,
3921,Crito+,Crito ,People - Ancient Greece [48],Crito  [3921],48,
3922,Critolaus,Critolaus,People - Ancient Greece [48],Critolaus [3922],48,
3923,Croesus,Croesus,People - Ancient Greece [48],Croesus [3923],48,
3924,Ctesias+,Ctesias ,People - Ancient Greece [48],Ctesias  [3924],48,
3925,Ctesibius,Ctesibius,People - Ancient Greece [48],Ctesibius [3925],48,
3926,Cylon,Cylon,People - Ancient Greece [48],Cylon [3926],48,
3927,Cynaethus,Cynaethus,People - Ancient Greece [48],Cynaethus [3927],48,
3928,Cynegeirus,Cynegeirus,People - Ancient Greece [48],Cynegeirus [3928],48,
3929,Cynisca,Cynisca,People - Ancient Greece [48],Cynisca [3929],48,
3930,Cypselus+,Cypselus ,People - Ancient Greece [48],Cypselus  [3930],48,
3931,Damascius+,Damascius ,People - Ancient Greece [48],Damascius  [3931],48,
3932,Damastes,Damastes,People - Ancient Greece [48],Damastes [3932],48,
3933,Damasias,Damasias,People - Ancient Greece [48],Damasias [3933],48,
3934,Damocles+,Damocles ,People - Ancient Greece [48],Damocles  [3934],48,
3935,Damon+of+Athens,Damon of Athens,People - Ancient Greece [48],Damon of Athens [3935],48,
3936,Damophon,Damophon,People - Ancient Greece [48],Damophon [3936],48,
3937,Dares+of+Phrygia+,Dares of Phrygia ,People - Ancient Greece [48],Dares of Phrygia  [3937],48,
3938,Deinocrates,Deinocrates,People - Ancient Greece [48],Deinocrates [3938],48,
3939,Demades+,Demades ,People - Ancient Greece [48],Demades  [3939],48,
3940,Demaratus,Demaratus,People - Ancient Greece [48],Demaratus [3940],48,
3941,Demetrius+I+of+Bactria+,Demetrius I of Bactria ,People - Ancient Greece [48],Demetrius I of Bactria  [3941],48,
3942,Demetrius+I+of+Syria,Demetrius I of Syria,People - Ancient Greece [48],Demetrius I of Syria [3942],48,
3943,Demetrius+I+Poliorcetes+,Demetrius I Poliorcetes ,People - Ancient Greece [48],Demetrius I Poliorcetes  [3943],48,
3944,Demetrius+II+,Demetrius II ,People - Ancient Greece [48],Demetrius II  [3944],48,
3945,Demetrius+II+of+Macedon,Demetrius II of Macedon,People - Ancient Greece [48],Demetrius II of Macedon [3945],48,
3946,Demetrius+II+of+Syria,Demetrius II of Syria,People - Ancient Greece [48],Demetrius II of Syria [3946],48,
3947,Demetrius+III+Eucaerus,Demetrius III Eucaerus,People - Ancient Greece [48],Demetrius III Eucaerus [3947],48,
3948,Demetrius+III+Eucaerus,Demetrius III Eucaerus,People - Ancient Greece [48],Demetrius III Eucaerus [3948],48,
3949,Demetrius+of+Alopece,Demetrius of Alopece,People - Ancient Greece [48],Demetrius of Alopece [3949],48,
3950,Demetrius+of+Magnesia,Demetrius of Magnesia,People - Ancient Greece [48],Demetrius of Magnesia [3950],48,
3951,Demetrius+of+Pharos,Demetrius of Pharos,People - Ancient Greece [48],Demetrius of Pharos [3951],48,
3952,Demetrius+of+Scepsis,Demetrius of Scepsis,People - Ancient Greece [48],Demetrius of Scepsis [3952],48,
3953,Demetrius+Phalereus+,Demetrius Phalereus ,People - Ancient Greece [48],Demetrius Phalereus  [3953],48,
3954,Demetrius+the+Cynic,Demetrius the Cynic,People - Ancient Greece [48],Demetrius the Cynic [3954],48,
3955,Demetrius+the+Fair+,Demetrius the Fair ,People - Ancient Greece [48],Demetrius the Fair  [3955],48,
3956,Democedes+,Democedes ,People - Ancient Greece [48],Democedes  [3956],48,
3957,Democritus+,Democritus ,People - Ancient Greece [48],Democritus  [3957],48,
3958,Demonax,Demonax,People - Ancient Greece [48],Demonax [3958],48,
3959,Demonax+%28lawmaker%29,Demonax (lawmaker),People - Ancient Greece [48],Demonax (lawmaker) [3959],48,
3960,Demosthenes+%28general%29+,Demosthenes (general) ,People - Ancient Greece [48],Demosthenes (general)  [3960],48,
3961,Demosthenes,Demosthenes,People - Ancient Greece [48],Demosthenes [3961],48,
3962,Dercyllidas+,Dercyllidas ,People - Ancient Greece [48],Dercyllidas  [3962],48,
3963,Dexippus,Dexippus,People - Ancient Greece [48],Dexippus [3963],48,
3964,Diagoras+,Diagoras ,People - Ancient Greece [48],Diagoras  [3964],48,
3965,Diagoras+of+Rhodes,Diagoras of Rhodes,People - Ancient Greece [48],Diagoras of Rhodes [3965],48,
3966,Dicaearchus,Dicaearchus,People - Ancient Greece [48],Dicaearchus [3966],48,
3967,Dictys+Cretensis,Dictys Cretensis,People - Ancient Greece [48],Dictys Cretensis [3967],48,
3968,Didymus+Chalcenterus+,Didymus Chalcenterus ,People - Ancient Greece [48],Didymus Chalcenterus  [3968],48,
3969,Didymus+the+Blind,Didymus the Blind,People - Ancient Greece [48],Didymus the Blind [3969],48,
3970,Didymus+the+Musician,Didymus the Musician,People - Ancient Greece [48],Didymus the Musician [3970],48,
3971,Dienekes,Dienekes,People - Ancient Greece [48],Dienekes [3971],48,
3972,Dinarchus+,Dinarchus ,People - Ancient Greece [48],Dinarchus  [3972],48,
3973,Dinocrates,Dinocrates,People - Ancient Greece [48],Dinocrates [3973],48,
3974,Dinon+,Dinon ,People - Ancient Greece [48],Dinon  [3974],48,
3975,Diocles+,Diocles ,People - Ancient Greece [48],Diocles  [3975],48,
3976,Diocles+of+Carystus+,Diocles of Carystus ,People - Ancient Greece [48],Diocles of Carystus  [3976],48,
3977,Diocles+of+Magnesia,Diocles of Magnesia,People - Ancient Greece [48],Diocles of Magnesia [3977],48,
3978,Diodorus+Cronus,Diodorus Cronus,People - Ancient Greece [48],Diodorus Cronus [3978],48,
3979,Diodorus+Siculus+,Diodorus Siculus ,People - Ancient Greece [48],Diodorus Siculus  [3979],48,
3980,Diodotus+the+Stoic+,Diodotus the Stoic ,People - Ancient Greece [48],Diodotus the Stoic  [3980],48,
3981,Diodotus+of+Bactria,Diodotus of Bactria,People - Ancient Greece [48],Diodotus of Bactria [3981],48,
3982,Diodotus+II,Diodotus II,People - Ancient Greece [48],Diodotus II [3982],48,
3983,Diodotus+Tryphon+,Diodotus Tryphon ,People - Ancient Greece [48],Diodotus Tryphon  [3983],48,
3984,Diogenes+Apolloniates+,Diogenes Apolloniates ,People - Ancient Greece [48],Diogenes Apolloniates  [3984],48,
3985,Diogenes+Laertius,Diogenes Laertius,People - Ancient Greece [48],Diogenes Laertius [3985],48,
3986,Diogenes+of+Babylon+,Diogenes of Babylon ,People - Ancient Greece [48],Diogenes of Babylon  [3986],48,
3987,Diogenes+of+Oenoanda,Diogenes of Oenoanda,People - Ancient Greece [48],Diogenes of Oenoanda [3987],48,
3988,Diogenes+of+Sinope,Diogenes of Sinope,People - Ancient Greece [48],Diogenes of Sinope [3988],48,
3989,Diogenes+of+Tarsus+,Diogenes of Tarsus ,People - Ancient Greece [48],Diogenes of Tarsus  [3989],48,
3990,Diogenianus+,Diogenianus ,People - Ancient Greece [48],Diogenianus  [3990],48,
3991,Diomedes+,Diomedes ,People - Ancient Greece [48],Diomedes  [3991],48,
3992,Dion,Dion,People - Ancient Greece [48],Dion [3992],48,
3993,Dionysius+the+Areopagite,Dionysius the Areopagite,People - Ancient Greece [48],Dionysius the Areopagite [3993],48,
3994,Dionysius+of+Byzantium,Dionysius of Byzantium,People - Ancient Greece [48],Dionysius of Byzantium [3994],48,
3995,Dionysius+Chalcus+,Dionysius Chalcus ,People - Ancient Greece [48],Dionysius Chalcus  [3995],48,
3996,Dionysius+of+Halicarnassus+,Dionysius of Halicarnassus ,People - Ancient Greece [48],Dionysius of Halicarnassus  [3996],48,
3997,Dionysius+of+Heraclea,Dionysius of Heraclea,People - Ancient Greece [48],Dionysius of Heraclea [3997],48,
3998,Dionysius+Periegetes,Dionysius Periegetes,People - Ancient Greece [48],Dionysius Periegetes [3998],48,
3999,Dionysius+of+Phocaea,Dionysius of Phocaea,People - Ancient Greece [48],Dionysius of Phocaea [3999],48,
4000,Dionysius+of+Syracuse,Dionysius of Syracuse,People - Ancient Greece [48],Dionysius of Syracuse [4000],48,
4001,Diophantus+,Diophantus ,People - Ancient Greece [48],Diophantus  [4001],48,
4002,Dios,Dios,People - Ancient Greece [48],Dios [4002],48,
4003,Dioscorides+,Dioscorides ,People - Ancient Greece [48],Dioscorides  [4003],48,
4004,Diotimus+,Diotimus ,People - Ancient Greece [48],Diotimus  [4004],48,
4005,Diphilus+,Diphilus ,People - Ancient Greece [48],Diphilus  [4005],48,
4006,Dorotheus+of+Sidon,Dorotheus of Sidon,People - Ancient Greece [48],Dorotheus of Sidon [4006],48,
4007,Dorotheus+,Dorotheus ,People - Ancient Greece [48],Dorotheus  [4007],48,
4008,Dositheus+,Dositheus ,People - Ancient Greece [48],Dositheus  [4008],48,
4009,Draco+,Draco ,People - Ancient Greece [48],Draco  [4009],48,
4010,Dracon+,Dracon ,People - Ancient Greece [48],Dracon  [4010],48,
4011,Duris+,Duris ,People - Ancient Greece [48],Duris  [4011],48,
4012,Echecrates,Echecrates,People - Ancient Greece [48],Echecrates [4012],48,
4013,Ecphantus+,Ecphantus ,People - Ancient Greece [48],Ecphantus  [4013],48,
4014,Empedocles,Empedocles,People - Ancient Greece [48],Empedocles [4014],48,
4015,Epaminondas,Epaminondas,People - Ancient Greece [48],Epaminondas [4015],48,
4016,Ephialtes+,Ephialtes ,People - Ancient Greece [48],Ephialtes  [4016],48,
4017,Ephialtes+of+Trachis+,Ephialtes of Trachis ,People - Ancient Greece [48],Ephialtes of Trachis  [4017],48,
4018,Ephippus+,Ephippus ,People - Ancient Greece [48],Ephippus  [4018],48,
4019,Ephorus+,Ephorus ,People - Ancient Greece [48],Ephorus  [4019],48,
4020,Epicharmus+of+Kos,Epicharmus of Kos,People - Ancient Greece [48],Epicharmus of Kos [4020],48,
4021,Epicrates,Epicrates,People - Ancient Greece [48],Epicrates [4021],48,
4022,Epictetus+,Epictetus ,People - Ancient Greece [48],Epictetus  [4022],48,
4023,Epicurus,Epicurus,People - Ancient Greece [48],Epicurus [4023],48,
4024,Epigenes,Epigenes,People - Ancient Greece [48],Epigenes [4024],48,
4025,Epilycus,Epilycus,People - Ancient Greece [48],Epilycus [4025],48,
4026,Epimenides,Epimenides,People - Ancient Greece [48],Epimenides [4026],48,
4027,Epiphanius+of+Salamis,Epiphanius of Salamis,People - Ancient Greece [48],Epiphanius of Salamis [4027],48,
4028,Epitadeus+,Epitadeus ,People - Ancient Greece [48],Epitadeus  [4028],48,
4029,Erasistratus,Erasistratus,People - Ancient Greece [48],Erasistratus [4029],48,
4030,Eratosthenes,Eratosthenes,People - Ancient Greece [48],Eratosthenes [4030],48,
4031,Erinna,Erinna,People - Ancient Greece [48],Erinna [4031],48,
4032,Eubulides+of+Miletus+,Eubulides of Miletus ,People - Ancient Greece [48],Eubulides of Miletus  [4032],48,
4033,Eubulus+%28statesman%29+,Eubulus (statesman) ,People - Ancient Greece [48],Eubulus (statesman)  [4033],48,
4034,Eucleidas+,Eucleidas ,People - Ancient Greece [48],Eucleidas  [4034],48,
4035,Eucleides+,Eucleides ,People - Ancient Greece [48],Eucleides  [4035],48,
4036,Euclid,Euclid,People - Ancient Greece [48],Euclid [4036],48,
4037,Eucratides+,Eucratides ,People - Ancient Greece [48],Eucratides  [4037],48,
4038,Euctemon+,Euctemon ,People - Ancient Greece [48],Euctemon  [4038],48,
4039,Eudamidas+I+,Eudamidas I ,People - Ancient Greece [48],Eudamidas I  [4039],48,
4040,Eudemus,Eudemus,People - Ancient Greece [48],Eudemus [4040],48,
4041,Eudemus+of+Rhodes,Eudemus of Rhodes,People - Ancient Greece [48],Eudemus of Rhodes [4041],48,
4042,Eudorus+of+Alexandria+,Eudorus of Alexandria ,People - Ancient Greece [48],Eudorus of Alexandria  [4042],48,
4043,Eudoxus+of+Cnidus,Eudoxus of Cnidus,People - Ancient Greece [48],Eudoxus of Cnidus [4043],48,
4044,Eudoxus+of+Cyzicus,Eudoxus of Cyzicus,People - Ancient Greece [48],Eudoxus of Cyzicus [4044],48,
4045,Euenus+,Euenus ,People - Ancient Greece [48],Euenus  [4045],48,
4046,Eugammon+,Eugammon ,People - Ancient Greece [48],Eugammon  [4046],48,
4047,Euhemerus,Euhemerus,People - Ancient Greece [48],Euhemerus [4047],48,
4048,Eumenes+I+,Eumenes I ,People - Ancient Greece [48],Eumenes I  [4048],48,
4049,Eumenes+II+,Eumenes II ,People - Ancient Greece [48],Eumenes II  [4049],48,
4050,Eumenes+of+Cardia+,Eumenes of Cardia ,People - Ancient Greece [48],Eumenes of Cardia  [4050],48,
4051,Eumenius,Eumenius,People - Ancient Greece [48],Eumenius [4051],48,
4052,Eumolpidae,Eumolpidae,People - Ancient Greece [48],Eumolpidae [4052],48,
4053,Eunapius+,Eunapius ,People - Ancient Greece [48],Eunapius  [4053],48,
4054,Eunomus,Eunomus,People - Ancient Greece [48],Eunomus [4054],48,
4055,Euphantus+,Euphantus ,People - Ancient Greece [48],Euphantus  [4055],48,
4056,Euphemus,Euphemus,People - Ancient Greece [48],Euphemus [4056],48,
4057,Euphorion,Euphorion,People - Ancient Greece [48],Euphorion [4057],48,
4058,Euphranor+,Euphranor ,People - Ancient Greece [48],Euphranor  [4058],48,
4059,Euphronius,Euphronius,People - Ancient Greece [48],Euphronius [4059],48,
4060,Eupolis,Eupolis,People - Ancient Greece [48],Eupolis [4060],48,
4061,Euripides+,Euripides ,People - Ancient Greece [48],Euripides  [4061],48,
4062,Eurybatus+,Eurybatus ,People - Ancient Greece [48],Eurybatus  [4062],48,
4063,Eurybiades,Eurybiades,People - Ancient Greece [48],Eurybiades [4063],48,
4064,Eurycrates+,Eurycrates ,People - Ancient Greece [48],Eurycrates  [4064],48,
4065,Eurycratides,Eurycratides,People - Ancient Greece [48],Eurycratides [4065],48,
4066,Eurylochus+,Eurylochus ,People - Ancient Greece [48],Eurylochus  [4066],48,
4067,Eurymedon+,Eurymedon ,People - Ancient Greece [48],Eurymedon  [4067],48,
4068,Eurypon,Eurypon,People - Ancient Greece [48],Eurypon [4068],48,
4069,Eurysthenes+,Eurysthenes ,People - Ancient Greece [48],Eurysthenes  [4069],48,
4070,Eusebius+of+Caesarea,Eusebius of Caesarea,People - Ancient Greece [48],Eusebius of Caesarea [4070],48,
4071,Euthydemus+,Euthydemus ,People - Ancient Greece [48],Euthydemus  [4071],48,
4072,Euthydemus+I+,Euthydemus I ,People - Ancient Greece [48],Euthydemus I  [4072],48,
4073,Euthydemus+II+,Euthydemus II ,People - Ancient Greece [48],Euthydemus II  [4073],48,
4074,Euthymides+,Euthymides ,People - Ancient Greece [48],Euthymides  [4074],48,
